2004,20472049,万文,副教授,上海大学,218
2007,20772079,万文,副教授,上海大学,218
2006,20677038,严丽君,副教授,上海大学,219
2010,21071095,付群,博士后,上海大学,220
2008,20872088,任仲皎,副教授,上海大学,221
2001,20172037,任仲皎,副教授,上海大学,221
2004,20472047,任仲皎,副教授,上海大学,221
2009,20973107,何宝山,副教授,上海大学,222
2009,20901049,何翔,副教授,上海大学,223
2010,21003151,余丽丽,博士后,上海大学,224
2002,20271018,关士友,副教授,上海大学,225
2009,20972092,冯利,讲师,上海大学,226
2008,20805030,冯欣,讲师,上海大学,227
2003,20373040,刘亮,教授,上海大学,228
2006,20673071,刘卫红,副教授,上海大学,229
2010,21034004,刘引烽,教授,上海大学,230
2010,21072127,刘引烽,教授,上海大学,230
2005,20503015,刘悦,讲师,上海大学,231
2010,21003088,刘洪江,副教授,上海大学,232
2004,20443003,刘秉新,博士后,上海大学,233
2008,20873082,刘秉新,副教授,上海大学,233
2001,20106010,刘红,讲师,上海大学,234
2010,91027004,刘金亮,博士后,上海大学,235
2009,20902056,包新华,副教授,上海大学,236
2009,20972092,包新华,副教授,上海大学,236
2003,20373040,包新华,副教授,上海大学,236
2003,20376044,华彬,教授,上海大学,237
2002,20242007,吴侯,讲师,上海大学,238
2001,20106010,吴和融,教授,上海大学,239
2004,20477024,吴岳英,教授,上海大学,240
2001,20176026,周忠华,工程师,上海大学,241
2007,20777048,周忠华,工程师,上海大学,241
2007,20771074,周瑞敏,研究员,上海大学,242
2006,20673071,周荣明,副教授,上海大学,243
2008,20873083,姚建,副教授,上海大学,244
2006,20673071,姚建,副教授,上海大学,244
2010,21007038,孙俭,教授,上海大学,245
2006,20677038,孙颖,讲师,上海大学,246
2006,20677037,孙颖,讲师,上海大学,246
2010,21042401,宋力平,教授,上海大学,247
2005,20572068,宋力平,副教授,上海大学,247
2001,20172037,宋力平,讲师,上海大学,247
2004,20472048,宋立平,副教授,上海大学,248
2010,21071095,尹东光,副研究员,上海大学,249
2010,21003088,岳宝华,讲师,上海大学,250
2010,21073118,岳宝华,讲师,上海大学,250
2007,20777048,张剑秋,副教授,上海大学,251
2008,20872086,张慧,讲师,上海大学,252
2008,20872088,张慧,讲师,上海大学,252
2008,20872086,张敏,副教授,上海大学,253
2004,20472049,张敏,副教授,上海大学,253
2008,20872088,张敏,副教授,上海大学,253
2009,20901038,张晓波,博士后,上海大学,254
2006,20673003,张海娇,讲师,上海大学,255
2006,20672071,张玲,副教授,上海大学,256
2001,20106010,张玲,讲师,上海大学,256
2001,20106010,张翔飞,讲师,上海大学,257
2005,20573075,彭子飞,副教授,上海大学,258
2009,20903066,徐毅,讲师,上海大学,259
2002,20271032,方建慧,副教授,上海大学,260
2001,20172037,施志坚,教授,上海大学,261
2004,20472047,施志坚,教授,上海大学,261
2002,20271032,曹为民,讲师,上海大学,262
2008,20805030,曹为民,副教授,上海大学,262
2008,20873083,曹为民,副教授,上海大学,262
2006,20673071,曹为民,副教授,上海大学,262
2008,20801035,朱守荣,教授,上海大学,263
2006,20677041,朱晨光,讲师,上海大学,264
2009,20907029,朱萍,副教授,上海大学,265
2009,20975066,李丽,副教授,上海大学,266
2005,20571051,李丽,副教授,上海大学,266
2008,20872087,李健,讲师,上海大学,267
2002,20271032,李卓棠,副教授,上海大学,268
2009,20972094,李敏杰,讲师,上海大学,269
2009,20973108,李敏杰,讲师,上海大学,269
2010,21034004,李文,副教授,上海大学,270
2004,20477024,李明星,教授,上海大学,271
2008,20877053,李爱美,副教授,上海大学,272
2006,20677037,李爱美,副教授,上海大学,272
2009,20973107,李秋菊,讲师,上海大学,273
2003,20376044,李立新,副教授,上海大学,274
2010,21003047,李辉,博士后,上海大学,275
2001,20176026,杨超,讲师,上海大学,276
2003,20376044,杭建忠,讲师,上海大学,277
2005,20572068,林昆华,副教授,上海大学,278
2005,20572068,林海霞,副教授,上海大学,279
